GEOID10,votes_dem,votes_gop
55037190100,391.9507122,1116.412164
55037190200,274.0492878,780.5878363
55019950300,529.7996541,1084.0516
55019950700,442.717642,905.8684059
55019950600,584.2411358,1195.447247
55019950800,386.4492649,790.7346498
55019950200,550.5044681,1126.416835
55019950500,642.7017873,1315.066734
55019950400,485.7105794,993.8385702
55019950100,602.8754684,1233.575958
55031021100,579.6982269,493.5765982
55031990000,0,0
55031020900,615.3996241,523.9740936
55031020600,1139.876265,970.5329831
55031020500,793.6497656,675.7428837
55031020400,819.0773795,697.3928984
55031020300,737.1439571,627.6317398
55031020800,893.0486198,760.3747594
55031020700,1065.134491,906.895061
55031030200,1291.157725,1099.339636
55031030300,1301.174664,1107.86843
55031030100,1604.508118,1366.137798
55031021000,502.1311624,427.533119
55049950600,984.2877528,709.7675518
55049950400,1488.81969,1073.584329
55049950300,914.4641364,659.4179086
55049950500,1338.755224,965.3732005
55049950200,886.0279056,638.9126103
55049950100,1056.645291,761.9443999
55059002300,1279.91029,1289.034616
55059002200,765.5819403,771.0396813
55059002100,1127.524666,1135.562652
55059001800,493.909966,497.4309904
55059001700,572.7894079,576.8727543
55059001300,888.9519666,895.2891976
55059001200,876.4860058,882.7343684
55059001100,691.860827,696.7930191
55059000900,913.668958,920.1823934
55059000800,581.1716919,585.3147946
55059002906,1049.719876,1057.203201
55059000700,1188.564888,1197.038023
55059000500,1132.038203,1140.108366
55059000400,778.0479012,783.5945105
55059002700,1185.770793,1194.224009
55059002800,1361.583827,1371.290393
55059002000,1261.64121,1270.635297
55059001900,505.301275,508.9035067
55059001000,497.1339214,500.6779289
55059000300,1068.848677,1076.46837
55059000100,1240.148174,1248.98904
55059990000,0,0
55059003001,926.7797099,933.3866103
55059003002,1045.206338,1052.657487
55059002903,689.9264538,694.844856
55059002904,1182.116977,1190.544146
55059002905,832.6402125,838.5760037
55059002602,1848.830952,1862.011044
55059002601,1825.403543,1838.416624
55059000602,1700.099143,1712.218944
55059000601,1418.970233,1429.0859
55059002500,747.5277901,752.8568253
55059002400,1014.471297,1021.70334
55059001600,738.500715,743.7653972
55059001500,803.4096836,809.137094
55059001400,1535.462488,1546.408614
55047100600,552.4434413,1270.619915
55047100500,435.5204451,1001.697024
55047100400,402.073382,924.7687785
55047100300,430.7018004,990.614141
55047100200,424.6076321,976.5975539
55047100100,454.653299,1045.702588
55015020800,1093.417982,1741.592167
55015020700,813.6698046,1296.010292
55015020308,589.5958424,939.1061036
55015020303,762.9138061,1215.166323
55015020304,752.8806436,1199.185538
55015020306,1269.490147,2022.039268
55015020600,994.0700006,1583.351065
55015020500,1004.49662,1599.958547
55015020200,768.8156664,1224.566784
55015020400,673.0088011,1071.965959
55015020100,911.6406853,1452.057953
55061960500,1087.569165,1986.021969
55061990000,0,0
55061960400,1512.488918,2761.972587
55061960200,466.1262273,851.1982113
55061960100,556.8156897,1016.807232
55051180300,410.7770453,674.4100744
55051180100,540.9604462,888.1440162
55051180200,321.2625085,527.4459094
55051990000,0,0
55057100300,499.1224122,875.0468047
55057100500,659.0384038,1155.406841
55057100600,520.1882688,911.9788479
55057100200,564.1651665,989.0778578
55057100400,794.8132313,1393.443294
55057100700,620.7508251,1088.282178
55057100100,441.9216922,774.7641764
55055101702,937.7088282,1325.613018
55055100300,1248.9593,1765.619196
55055100200,724.2064384,1023.790598
55055100100,1146.462323,1620.722056
55055100400,1150.815477,1626.875989
55055101100,885.866728,1252.325275
55055101202,318.9674259,450.9154219
55055101500,783.3697512,1107.428136
55055101400,683.2472218,965.8876873
55055101300,1146.660194,1621.00178
55055100900,765.3635256,1081.973233
55055101701,274.050797,387.4180269
55055100800,792.66967,1120.575174
55055101600,1370.253985,1937.090135
55055100601,303.7313888,429.376658
55055101000,767.9358435,1085.609648
55055100700,916.1409316,1295.123079
55055100602,652.7751476,922.8101594
55055101201,433.3366393,612.5960137
55055100500,1256.478383,1776.248715
55063001200,1179.200126,960.1881401
55063001000,1071.229261,872.2706258
55063001101,602.3191437,490.4508453
55063000800,861.7883948,701.7290602
55063000500,1349.070518,1098.508627
55063000600,605.4282524,492.9825014
55063000100,1331.829097,1084.469443
55063010600,923.1226295,751.6717319
55063000400,1553.989044,1265.367784
55063010203,533.3534605,434.2941084
55063010300,1268.516338,1032.915717
55063010800,933.2978942,759.9571521
55063010402,2589.887524,2108.869589
55063001102,1105.14681,899.8886931
55063010500,1628.325006,1325.897381
55063000200,1434.994975,1168.474398
55063000900,1057.662241,861.2233989
55063000700,1252.122856,1019.566985
55063010401,1473.717511,1200.005025
55063010700,1550.031996,1262.145676
55063010101,1573.208988,1281.018022
55063000300,647.8251889,527.5050856
55063010201,2685.987247,2187.12078
55063010102,1299.607425,1058.232279
55063010202,1890.338073,1539.246951
55083101200,648.9291556,1461.358471
55083100800,391.8269251,882.3761285
55083100700,463.0966012,1042.872146
55083100500,346.658205,780.6582581
55083100600,441.997026,995.3568773
55083100300,430.7439193,970.015401
55083101300,1373.035316,3092.012082
55083101100,717.0729687,1614.815189
55083101000,615.6387148,1386.389936
55083100900,457.0011683,1029.145512
55083990000,0,0
55093960400,1060.702601,1425.240011
55093960600,992.2635852,1333.280187
55093960700,995.7366099,1337.946805
55093960300,1157.742997,1555.630805
55093960100,580.8123065,780.4232185
55093960800,755.4850191,1015.126649
55093960200,1224.95624,1645.943587
55093960500,1612.300641,2166.408737
55085970602,824.0758653,1187.552003
55085970601,433.7596811,625.0785877
55085971001,265.8381855,383.0917551
55085970101,349.7989333,504.0851714
55085971002,526.0489749,758.0740319
55085970102,816.8727985,1177.171871
55085970800,537.9790544,775.2661259
55085971400,825.6515362,1189.822657
55085971100,451.5422523,650.7045391
55085970900,531.9014667,766.5078893
55085971500,1039.942775,1498.631591
55085970500,396.3937719,571.2316518
55085970400,681.1400078,981.571254
55085971300,422.0546975,608.2108728
55023960500,410.444845,460.5224706
55023960200,471.5793079,529.1158375
55023960400,665.4805335,746.6745975
55023960300,511.7180966,574.1518866
55023960100,576.7635184,647.1333814
55023960600,790.0136986,886.4018265
55011960200,540.2149113,864.2157945
55011960400,469.0555678,750.377714
55011960100,507.8020166,812.3628468
55011960300,402.9258114,644.5857805
55011960500,611.0016928,977.4578641
55095960600,401.2983147,735.1479697
55095961000,815.9504128,1494.759054
55095961100,668.8875919,1225.351159
55095960200,649.8841308,1190.538265
55095960800,1106.82321,2027.615881
55095960100,637.2151567,1167.329669
55095960700,993.4872526,1819.993032
55095960500,505.2181427,925.5211854
55095960300,896.4155186,1642.165004
55095960900,892.8202692,1635.578781
55033970800,1273.381672,1620.757371
55033970700,1406.111339,1789.695396
55033970100,798.2300431,1015.98543
55033970600,849.469868,1081.203365
55033970500,1311.451422,1669.212463
55033970400,1254.038124,1596.136945
55033970200,974.7913674,1240.712292
55033970300,1157.526165,1473.296737
55141011500,1131.91133,1710.115052
55141011400,1010.628316,1526.878166
55141011300,877.1598817,1325.231294
55141010700,966.4561666,1460.141968
55141010500,630.4051158,952.4290894
55141010400,647.3504662,978.0304753
55141011100,670.7693213,1013.412166
55141011000,1084.312031,1638.201046
55141010900,778.343737,1175.937819
55141010100,896.7707929,1354.859864
55141010800,549.8671019,830.750592
55141011200,744.6434334,1125.022703
55141011600,980.1647647,1480.853202
55141011700,902.4827088,1363.489545
55141010600,850.8850687,1285.534763
55141010300,564.1468916,852.3247936
55141010200,945.7028723,1428.787462
55035001700,1634.2824,1396.37029
55035000801,978.8569924,836.359018
55035001101,535.5540937,457.5903318
55035000700,1380.729714,1179.728762
55035001200,1498.115216,1280.025766
55035000600,1410.559441,1205.216
55035000400,2004.944387,1713.072831
55035001400,1904.683358,1627.407389
55035000802,1049.840696,897.0092064
55035000803,1584.566187,1353.891559
55035001600,1505.020246,1285.925589
55035000301,1002.334093,856.4184188
